"name","state","lat","lng"
"Newcastle",WA,47.531664,-122.165566
"Newport",WA,48.179107,-117.054571
"Nile",WA,46.836679,-120.945411
"Nisqually Indian Community",WA,47.025961,-122.689456
"Nooksack",WA,48.927675,-122.321301
"Normandy Park",WA,47.432975,-122.344689
"North Bend",WA,47.488152,-121.769106
"North Bonneville",WA,45.641393,-121.972748
"North Fort Lewis",WA,47.121313,-122.594515
"North Lynnwood",WA,47.853345,-122.276248
"North Marysville",WA,48.111103,-122.145878
"North Omak",WA,48.443955,-119.445839
"Northport",WA,48.915853,-117.779895
"North Puyallup",WA,47.198898,-122.278444
"North Sultan",WA,47.882551,-121.822806
"Northwest Stanwood",WA,48.262397,-122.350113
"North Yelm",WA,46.966029,-122.613261
"Oakesdale",WA,47.130418,-117.246548
"Oak Harbor",WA,48.296608,-122.633922
"Oakville",WA,46.840158,-123.234652
"Ocean",WA,47.082471,-124.156919
"Ocean Park",WA,46.496743,-124.041381
"Ocean Shores",WA,46.969171,-124.152583
"Odessa",WA,47.332631,-118.689287
"Okanogan",WA,48.368645,-119.577022
"Olympia",WA,47.041398,-122.896774
"Omak",WA,48.412512,-119.537663
"Onalaska",WA,46.578281,-122.71103
"Orchards",WA,45.688838,-122.530474
"Orient",WA,48.863766,-118.205898
"Oroville",WA,48.945633,-119.427178
"Orting",WA,47.09693,-122.211686
"Oso",WA,48.287426,-121.925107
"Othello",WA,46.822585,-119.165357
"Otis Orchards-East Farms",WA,47.704932,-117.08515
"Outlook",WA,46.331153,-120.092812
"Oyehut",WA,47.022589,-124.165177
"Pacific",WA,47.261974,-122.252429
"Pacific Beach",WA,47.217812,-124.193603
"Packwood",WA,46.608523,-121.670267
"Palouse",WA,46.910322,-117.07534
"Parker",WA,46.502179,-120.466826
"Parkland",WA,47.141527,-122.437807
"Parkwood",WA,47.525175,-122.604375
"Pasco",WA,46.249713,-119.128236
"Pateros",WA,48.055515,-119.900084
"Peaceful Valley",WA,48.942253,-122.140706
"Pe Ell",WA,46.571234,-123.298135
"Picnic Point",WA,47.876453,-122.30829
"Pine Grove",WA,48.650161,-118.683784
"Point Roberts",WA,48.984669,-123.059496
"Pomeroy",WA,46.473933,-117.597194
"Port Angeles",WA,48.118959,-123.44826
"Port Angeles East",WA,48.109718,-123.367131
"Porter",WA,46.948728,-123.280249
"Port Gamble Tribal Community",WA,47.8461,-122.557419
"Port Hadlock-Irondale",WA,48.033009,-122.7975
"Port Ludlow",WA,47.914582,-122.695066
"Port Orchard",WA,47.53524,-122.634028
"Port Townsend",WA,48.128845,-122.797474
"Poulsbo",WA,47.741076,-122.642152
"Prairie Heights",WA,47.149659,-122.109176
"Prairie Ridge",WA,47.144373,-122.139228
"Prescott",WA,46.298847,-118.312552
"Prosser",WA,46.206543,-119.765366
"Puget Island",WA,46.175652,-123.381854
"Pullman",WA,46.732671,-117.163454
"Purdy",WA,47.396471,-122.604608
"Puyallup",WA,47.179191,-122.289213
"Queets",WA,47.526342,-124.344782
"Quilcene",WA,47.839265,-122.912307
"Qui-nai-elt",WA,47.250201,-124.190175
"Quincy",WA,47.234232,-119.850814
"Raft Island",WA,47.329013,-122.668774
"Rainier",WA,46.891669,-122.686601
"Ravensdale",WA,47.356499,-121.962258
"Raymond",WA,46.68357,-123.739383
"Reardan",WA,47.670094,-117.878575
"Redmond",WA,47.67826,-122.1147
"Renton",WA,47.476058,-122.191974
"Republic",WA,48.64882,-118.733024
"Richland",WA,46.284086,-119.294046
"Ridgefield",WA,45.817571,-122.671959
"Ritzville",WA,47.125815,-118.382142
"Riverbend",WA,47.464459,-121.751155
"River Road",WA,48.067737,-123.127619
"Riverside",WA,48.513132,-119.51588
"Rochester",WA,46.828799,-123.072171
"Rockford",WA,47.451224,-117.130863
"Rock Island",WA,47.372942,-120.136943
"Rockport",WA,48.48538,-121.606577
"Rocky Point",WA,47.588392,-122.668675
"Ronald",WA,47.233754,-121.033478
"Roosevelt",WA,45.733056,-120.236579
"Rosalia",WA,47.236478,-117.375889
"Rosburg",WA,46.308141,-123.643445
"Rosedale",WA,47.340903,-122.63304
"Roslyn",WA,47.270028,-121.141203
"Roy",WA,46.989944,-122.540977
"Royal",WA,46.905631,-119.624082
"Ruston",WA,47.298743,-122.51092
"Ryderwood",WA,46.374868,-123.044179
"St. John",WA,47.091217,-117.588258
"Salmon Creek",WA,45.709917,-122.663206
"Sammamish",WA,47.603565,-122.042946
"Santiago",WA,47.2988,-124.231962
"Satsop",WA,47.02284,-123.482971
"Seabeck",WA,47.644263,-122.817973
"SeaTac",WA,47.44333,-122.298767
"Seattle",WA,47.620499,-122.350876
"Sedro-Woolley",WA,48.509438,-122.234286
"Sekiu",WA,48.264054,-124.301458
"Selah",WA,46.647287,-120.538879
"Sequim",WA,48.073675,-123.087817
"Shadow Lake",WA,47.401529,-122.069385
"Shelton",WA,47.218314,-123.113327
"Shoreline",WA,47.756904,-122.342414
"Silvana",WA,48.201778,-122.246092
"Silverdale",WA,47.667733,-122.681851
"Silver Firs",WA,47.863507,-122.149745
"Sisco Heights",WA,48.118869,-122.107624
"Skamokawa Valley",WA,46.315246,-123.401355
"Skokomish",WA,47.328343,-123.1588
"Skykomish",WA,47.709852,-121.356448
"Snohomish",WA,47.928866,-122.092684
"Snoqualmie",WA,47.543069,-121.869151
"Snoqualmie Pass",WA,47.401499,-121.411022
"Soap Lake",WA,47.388438,-119.490557
"South Bend",WA,46.669889,-123.801846
"South Cle Elum",WA,47.185871,-120.952087
"South Creek",WA,47.000738,-122.390741
"South Hill",WA,47.120704,-122.285264
"South Prairie",WA,47.135381,-122.096615
"South Wenatchee",WA,47.390689,-120.286751
"Southworth",WA,47.51378,-122.532242
"Spanaway",WA,47.098061,-122.42337
"Spangle",WA,47.429707,-117.381333
"Spokane",WA,47.666935,-117.433322
"Spokane Valley",WA,47.663353,-117.23278
"Sprague",WA,47.300285,-117.975745
"Springdale",WA,48.057152,-117.746639
"Stansberry Lake",WA,47.382899,-122.71202
"Stanwood",WA,48.245144,-122.342232
"Starbuck",WA,46.521442,-118.128073
"Startup",WA,47.867047,-121.749598
"Steilacoom",WA,47.170611,-122.592453
"Steptoe",WA,47.007401,-117.350209
"Stevenson",WA,45.694743,-121.896374
"Sudden Valley",WA,48.720071,-122.348318
"Sultan",WA,47.870358,-121.803486
"Sumas",WA,48.995534,-122.268453
"Summit",WA,47.169445,-122.363627
"Summit View",WA,47.136325,-122.352022
"Summitview",WA,46.59794,-120.651437
"Sumner",WA,47.226921,-122.236272
"Sunday Lake",WA,48.230219,-122.267693
"Sunnyside",WA,46.314617,-120.005487
"Sunnyslope",WA,47.482246,-120.342286
"Suquamish",WA,47.725917,-122.588347
"Swede Heaven",WA,48.280667,-121.709853
"Tacoma",WA,47.252199,-122.459832
"Taholah",WA,47.325981,-124.272931
"Tampico",WA,46.532223,-120.87492
"Tanglewilde",WA,47.051087,-122.780955
"Tanner",WA,47.476623,-121.682885
"Tekoa",WA,47.225316,-117.073984
"Tenino",WA,46.853829,-122.860375
"Terrace Heights",WA,46.602684,-120.449077
"Thorp",WA,47.065483,-120.670837
"Three Lakes",WA,47.955367,-121.978502
"Tieton",WA,46.702584,-120.755534
"Tokeland",WA,46.708781,-123.983386
"Toledo",WA,46.444721,-122.85223
"Tonasket",WA,48.708534,-119.442779
"Toppenish",WA,46.380603,-120.312509
"Torboy",WA,48.669257,-118.669012
"Touchet",WA,46.041103,-118.672394
"Town and Country",WA,47.727965,-117.422946
"Tracyton",WA,47.609576,-122.653182
"Trout Lake",WA,45.997772,-121.528843
"Tukwila",WA,47.476289,-122.27574
"Tumwater",WA,46.988986,-122.923981
"Twin Lakes",WA,48.262169,-118.359053
"Twisp",WA,48.360898,-120.116332
"Union",WA,47.347508,-123.095182
"Union Gap",WA,46.554429,-120.492073
"Union Hill-Novelty Hill",WA,47.687774,-122.02427
"Uniontown",WA,46.538942,-117.086193
"University Place",WA,47.215132,-122.547601
"Upper Elochoman",WA,46.240347,-123.324565
"Vader",WA,46.404534,-122.956949
"Valley",WA,48.172887,-117.724457
"Vancouver",WA,45.634918,-122.595734
"Vantage",WA,46.945232,-119.99215
"Vashon",WA,47.411191,-122.455105
"Vaughn",WA,47.357979,-122.78249
"Venersborg",WA,45.785989,-122.472083
"Verlot",WA,48.101992,-121.759222
"Waitsburg",WA,46.269621,-118.149912
"Walla Walla",WA,46.068189,-118.336438
"Walla Walla East",WA,46.051556,-118.302837
"Waller",WA,47.20429,-122.367806
"Wallula",WA,46.0847,-118.905593
"Walnut Grove",WA,45.676549,-122.606643
"Wapato",WA,46.443474,-120.421376
"Warden",WA,46.968246,-119.050669
"Warm Beach",WA,48.165106,-122.347701
"Washougal",WA,45.581121,-122.343055
"Washtucna",WA,46.753769,-118.310499
"Waterville",WA,47.648039,-120.070668
"Wauna",WA,47.383066,-122.669385
"Waverly",WA,47.338073,-117.231197
"Wenatchee",WA,47.4256,-120.328685
"West Clarkston-Highland",WA,46.402286,-117.063307
"West Pasco",WA,46.252281,-119.184261
"Westport",WA,46.891774,-124.119826
"West Richland",WA,46.313808,-119.387768
"West Side Highway",WA,46.182204,-122.912525
"Whidbey Island Station",WA,48.348761,-122.653723
"White Center",WA,47.50924,-122.348063
"White Salmon",WA,45.728398,-121.485192
"White Swan",WA,46.376978,-120.738123
"Wilbur",WA,47.757892,-118.714401
"Wilderness Rim",WA,47.446975,-121.768572
"Wilkeson",WA,47.101292,-122.052493
"Willapa",WA,46.675447,-123.664752
"Wilson Creek",WA,47.42293,-119.11757
"Winlock",WA,46.490643,-122.93427
"Winthrop",WA,48.471927,-120.179027
"Wishram",WA,45.659924,-120.969746
"Wollochet",WA,47.282843,-122.577113
"Woodinville",WA,47.757695,-122.146791
"Woodland",WA,45.91818,-122.753514
"Woods Creek",WA,47.877446,-121.902614
"Woodway",WA,47.795034,-122.391747
"Yacolt",WA,45.865266,-122.406781
"Yakima",WA,46.590938,-120.5494
"Yarrow Point",WA,47.645265,-122.217833
"Yelm",WA,46.942612,-122.643077
"Zillah",WA,46.408525,-120.272927
"Accoville",WV,37.765405,-81.827319
"Addison (Webster Springs)",WV,38.477719,-80.4053
"Albright",WV,39.494735,-79.639805
"Alderson",WV,37.72764,-80.643774
"Alum Creek",WV,38.294534,-81.838983
"Amherstdale",WV,37.782622,-81.827071
"Anawalt",WV,37.336456,-81.440596
"Anmoore",WV,39.256318,-80.293972
"Ansted",WV,38.135444,-81.103542
"Apple Grove",WV,38.666585,-82.171736
"Athens",WV,37.420736,-81.012462
"Auburn",WV,39.096151,-80.85624
"Aurora",WV,39.325407,-79.554583
"Bancroft",WV,38.510654,-81.841443
"Barboursville",WV,38.406005,-82.296388
"Barrackville",WV,39.501715,-80.169786
"Bartley",WV,37.334852,-81.734342
"Bartow",WV,38.542163,-79.785783
"Bath (Berkeley Springs)",WV,39.624722,-78.227534
"Bayard",WV,39.271062,-79.366175
"Beards Fork",WV,38.065037,-81.227681
"Beaver",WV,37.732918,-81.157152
"Beckley",WV,37.773148,-81.16155
"Beech Bottom",WV,40.223344,-80.65791
"Belington",WV,39.015086,-79.94084
"Belle",WV,38.235388,-81.5367
"Belmont",WV,39.378264,-81.263217
"Belva",WV,38.233664,-81.187797
"Benwood",WV,40.004606,-80.730567
"Bergoo",WV,38.482901,-80.297678
"Berwind",WV,37.260429,-81.655808
"Bethany",WV,40.204842,-80.560872
"Bethlehem",WV,40.044377,-80.688097
"Beverly",WV,38.844082,-79.871805
"Big Chimney",WV,38.410452,-81.52748
"Big Creek",WV,38.005365,-82.036073
"Big Sandy",WV,37.461102,-81.705939
"Birch River",WV,38.495468,-80.752646
"Blacksville",WV,39.715642,-80.214711
"Blennerhassett",WV,39.256453,-81.630867
"Bluefield",WV,37.26282,-81.211345
"Bluewell",WV,37.314752,-81.25569
"Boaz",WV,39.368841,-81.488366
"Bolivar",WV,39.324209,-77.751726
"Bolt",WV,37.761566,-81.416376
"Boomer",WV,38.148617,-81.275148
"Bowden",WV,38.909186,-79.708895
"Bradley",WV,37.867888,-81.215582
"Bradshaw",WV,37.349449,-81.79733
"Bramwell",WV,37.329505,-81.307672
"Brandonville",WV,39.667062,-79.627666
"Brandywine",WV,38.619385,-79.240624
"Brenton",WV,37.601252,-81.636284
"Bridgeport",WV,39.308999,-80.232076
"Brookhaven",WV,39.606211,-79.88295
"Bruceton Mills",WV,39.659396,-79.640606
"Bruno",WV,37.690987,-81.878754
"Brush Fork",WV,37.277342,-81.239213
"Buckhannon",WV,38.992795,-80.226555
"Bud",WV,37.524824,-81.380563
"Buffalo",WV,38.611799,-81.981558
"Burlington",WV,39.337013,-78.922207
"Burnsville",WV,38.855517,-80.652732
"Cairo",WV,39.207326,-81.153691
"Camden-on-Gauley",WV,38.368958,-80.597456
"Cameron",WV,39.830273,-80.57009
"Capon Bridge",WV,39.301985,-78.432752
"Carolina",WV,39.479387,-80.272261
"Carpendale",WV,39.627704,-78.789659
"Cass",WV,38.396334,-79.919056
"Cassville",WV,39.681477,-80.065463
"Cedar Grove",WV,38.222389,-81.437944
"Century",WV,39.100256,-80.188115
"Ceredo",WV,38.393812,-82.550074
"Chapmanville",WV,37.970853,-82.020382
"Charleston",WV,38.348692,-81.632324
"Charles",WV,39.26401,-77.881276
"Charlton Heights",WV,38.126501,-81.235109
"Chattaroy",WV,37.706174,-82.273721
"Chauncey",WV,37.763573,-81.979043
"Cheat Lake",WV,39.663555,-79.848085
"Chelyan",WV,38.195745,-81.492779
"Chesapeake",WV,38.222882,-81.536202
"Chester",WV,40.612924,-80.56273
"Clarksburg",WV,39.270296,-80.361787
"Clay",WV,38.461457,-81.08491
"Clearview",WV,40.142498,-80.690416
"Clendenin",WV,38.484469,-81.351512
"Coal",WV,37.676589,-81.214118
"Coal Fork",WV,38.328068,-81.523516
"Comfort",WV,38.131694,-81.61018
"Corinne",WV,37.568331,-81.363471
"Covel",WV,37.490744,-81.319712
"Cowen",WV,38.410576,-80.553859
"Crab Orchard",WV,37.733943,-81.222417
"Craigsville",WV,38.322348,-80.646855
"Cross Lanes",WV,38.439755,-81.773903
"Crum",WV,37.909462,-82.447023
"Crumpler",WV,37.426221,-81.331297
"Cucumber",WV,37.278587,-81.624061
"Culloden",WV,38.415111,-82.070733
"Dailey",WV,38.796868,-79.896746
"Daniels",WV,37.722065,-81.130097
"Danville",WV,38.080122,-81.833964
"Davis",WV,39.126826,-79.462547
"Davy",WV,37.47756,-81.641866
"Deep Water",WV,38.120375,-81.253436
"Delbarton",WV,37.705232,-82.186127
"Despard",WV,39.287364,-80.315842
"Dixie",WV,38.250884,-81.194289
"Dunbar",WV,38.369527,-81.736107
"Durbin",WV,38.547126,-79.827822
"East Bank",WV,38.215322,-81.44414
"East Dailey",WV,38.779424,-79.891134
"Eccles",WV,37.781993,-81.264136
"Eleanor",WV,38.537528,-81.925437
"Elizabeth",WV,39.062276,-81.397266
"Elk Garden",WV,39.386228,-79.155556
"Elkins",WV,38.923786,-79.854035
"Elkview",WV,38.431974,-81.474213
"Ellenboro",WV,39.270009,-81.055655
"Enterprise",WV,39.419649,-80.283387
"Fairlea",WV,37.775162,-80.458661
"Fairmont",WV,39.476877,-80.149089
"Fairview",WV,39.592703,-80.246765
"Falling Spring",WV,37.992429,-80.357044
"Falling Waters",WV,39.56375,-77.887494
"Falls View",WV,38.130946,-81.25481
"Farmington",WV,39.51223,-80.250434
"Fayetteville",WV,38.061376,-81.108284
"Fenwick",WV,38.229924,-80.581036
"Flatwoods",WV,38.716997,-80.652501
"Flemington",WV,39.266612,-80.128512
"Follansbee",WV,40.338761,-80.59971
"Fort Ashby",WV,39.491276,-78.758696
"Fort Gay",WV,38.122488,-82.591359
"Frank",WV,38.546169,-79.807932
"Franklin",WV,38.645266,-79.333342
"Friendly",WV,39.51355,-81.061809
"Gallipolis Ferry",WV,38.774495,-82.204045
"Galloway",WV,39.23387,-80.127724
"Gary",WV,37.363212,-81.53571
"Gassaway",WV,38.666723,-80.770361
"Gauley Bridge",WV,38.166817,-81.209438
"Ghent",WV,37.618521,-81.106248
"Gilbert",WV,37.614936,-81.870443
"Gilbert Creek",WV,37.569667,-81.890588
"Glasgow",WV,38.212681,-81.419226
"Glen Dale",WV,39.94643,-80.755381
"Glen Ferris",WV,38.155129,-81.221003
"Glen Fork",WV,37.700618,-81.538759
"Glen Jean",WV,37.927068,-81.152954
"Glenville",WV,38.940159,-80.833331
"Glen White",WV,37.729977,-81.279707
"Grafton",WV,39.340637,-80.01608
"Grantsville",WV,38.920654,-81.093473
"Grant",WV,39.560818,-80.177899
"Granville",WV,39.648141,-80.001649
"Great Cacapon",WV,39.614317,-78.285705
"Green Bank",WV,38.426693,-79.834576
"Green Spring",WV,39.521597,-78.63535
"Greenview",WV,37.996042,-81.819418
"Gypsy",WV,39.364809,-80.306982
"Hambleton",WV,39.081027,-79.645588
"Hamlin",WV,38.276417,-82.102874
"Handley",WV,38.191015,-81.374818
"Harman",WV,38.921069,-79.524552
"Harpers Ferry",WV,39.325243,-77.741442
"Harrisville",WV,39.211887,-81.048493
"Hartford",WV,38.994997,-81.988076
"Harts",WV,38.047093,-82.12933
"Hedgesville",WV,39.55443,-77.994483
"Helen",WV,37.637441,-81.313031
"Helvetia",WV,38.705793,-80.199277
"Henderson",WV,38.831041,-82.1353
"Hendricks",WV,39.07606,-79.629232
"Henlawson",WV,37.900691,-81.981776
"Hepzibah",WV,39.330855,-80.334028
"Hico",WV,38.116627,-81.010746
"Hillsboro",WV,38.135293,-80.213544
"Hilltop",WV,37.938145,-81.150437
"Hinton",WV,37.674545,-80.881096
"Holden",WV,37.81936,-82.081236
"Hometown",WV,38.528832,-81.855215
"Hooverson Heights",WV,40.314985,-80.581063
"Hundred",WV,39.683584,-80.45759
"Huntersville",WV,38.185962,-80.015187
"Huntington",WV,38.410651,-82.434689
"Hurricane",WV,38.429174,-82.017015
"Huttonsville",WV,38.713804,-79.976621
"Iaeger",WV,37.460144,-81.818455
"Idamay",WV,39.492501,-80.254748
"Inwood",WV,39.353822,-78.055191
"Itmann",WV,37.570655,-81.40912
"Jacksonburg",WV,39.53587,-80.63866
"Jane Lew",WV,39.110783,-80.408009
"Jefferson",WV,38.377417,-81.786624
"Junior",WV,38.976573,-79.952621
"Justice",WV,37.601371,-81.833685
"Kenova",WV,38.402741,-82.581855
"Kermit",WV,37.842461,-82.408643
"Keyser",WV,39.43937,-78.982293
"Keystone",WV,37.41581,-81.446167
"Kimball",WV,37.426743,-81.507859
"Kimberly",WV,38.140775,-81.296668
"Kincaid",WV,38.041356,-81.276239
"Kingwood",WV,39.471956,-79.682258
"Kistler",WV,37.762907,-81.85141
"Kopperston",WV,37.749562,-81.576507
"Lashmeet",WV,37.422771,-81.196733
"Lavalette",WV,38.32237,-82.447893
"Leon",WV,38.748076,-81.954469
"Lesage",WV,38.486634,-82.28252
"Lester",WV,37.732044,-81.302733
"Lewisburg",WV,37.809397,-80.432601
"Littleton",WV,39.704498,-80.515857
"Logan",WV,37.851894,-81.98813
"Lost Creek",WV,39.1627,-80.348419
"Lubeck",WV,39.230243,-81.612398
"Lumberport",WV,39.374162,-80.348328
"Mabscott",WV,37.769468,-81.213278
"MacArthur",WV,37.747782,-81.202405
"McConnell",WV,37.828662,-81.963828
"McMechen",WV,39.986517,-80.733493
"Madison",WV,38.064032,-81.79464
"Mallory",WV,37.71883,-81.809907
"Man",WV,37.743893,-81.880378
"Mannington",WV,39.528695,-80.34049
"Marlinton",WV,38.224097,-80.087547
"Marmet",WV,38.245726,-81.575407
"Martinsburg",WV,39.457769,-77.978212
"Mason",WV,39.016476,-82.032975
"Masontown",WV,39.551167,-79.800284
"Matewan",WV,37.622251,-82.159266
"Matheny",WV,37.663535,-81.598569
"Matoaka",WV,37.4182,-81.241802
"Maybeury",WV,37.366561,-81.357999
"Meadow Bridge",WV,37.861624,-80.857004
"Middlebourne",WV,39.494888,-80.910576
"Middleway",WV,39.303207,-77.98093
"Mill Creek",WV,38.731941,-79.972492
"Milton",WV,38.435073,-82.137672
"Minden",WV,37.976772,-81.116085
"Mineralwells",WV,39.181175,-81.513284
"Mitchell Heights",WV,37.908697,-81.986598
"Monaville",WV,37.814588,-81.989277
"Monongah",WV,39.458342,-80.220774
"Montcalm",WV,37.352245,-81.249309
"Montgomery",WV,38.173392,-81.319869
"Montrose",WV,39.067254,-79.814322
"Moorefield",WV,39.067419,-78.962411
"Morgantown",WV,39.637565,-79.946682
"Moundsville",WV,39.922132,-80.742115
"Mount Carbon",WV,38.143707,-81.288943
"Mount Gay-Shamrock",WV,37.850933,-82.02302
"Mount Hope",WV,37.891534,-81.162283
"Mullens",WV,37.582498,-81.386169
"Neibert",WV,37.783332,-81.930842
"Nettie",WV,38.217495,-80.699277
"Newburg",WV,39.388852,-79.853601
"New Cumberland",WV,40.526958,-80.616868
"Newell",WV,40.61794,-80.600919
"New Haven",WV,38.987538,-81.967766
"New Martinsville",WV,39.645553,-80.86267
"New Richmond",WV,37.574389,-81.486389
"Nitro",WV,38.411614,-81.807811
"Northfork",WV,37.419576,-81.427422
"North Hills",WV,39.318373,-81.510724
"Nutter Fort",WV,39.260355,-80.326522
"Oak Hill",WV,37.990296,-81.146352
"Oakvale",WV,37.332289,-80.972962
"Oceana",WV,37.693434,-81.629862
"Omar",WV,37.757579,-81.997961
"Paden",WV,39.60303,-80.935351
"Page",WV,38.052441,-81.273073
"Pageton",WV,37.362729,-81.463128
"Parkersburg",WV,39.261353,-81.543376
"Parsons",WV,39.094568,-79.678594
"Paw Paw",WV,39.531351,-78.455275
"Pax",WV,37.909825,-81.264785
"Pea Ridge",WV,38.415175,-82.310695
"Pennsboro",WV,39.284101,-80.966088
"Pentress",WV,39.711623,-80.170951
"Petersburg",WV,38.995699,-79.127689
"Peterstown",WV,37.398976,-80.795017
"Philippi",WV,39.147265,-80.05035
"Pickens",WV,38.655874,-80.216013
"Piedmont",WV,39.477811,-79.046543
"Pinch",WV,38.406404,-81.4772
"Pine Grove",WV,39.56352,-80.684763
"Pineville",WV,37.584535,-81.536384
"Piney View",WV,37.836412,-81.130109
"Pleasant Valley",WV,39.453046,-80.155369
"Poca",WV,38.471718,-81.81221
"Point Pleasant",WV,38.850214,-82.131978
"Powellton",WV,38.094116,-81.322006
"Pratt",WV,38.207558,-81.387342
"Prichard",WV,38.23686,-82.603872
"Prince",WV,37.856017,-81.086212
"Princeton",WV,37.368782,-81.096206
"Prosperity",WV,37.8382,-81.196801
"Pullman",WV,39.188015,-80.948995
"Quinwood",WV,38.058489,-80.705935
"Rachel",WV,39.518898,-80.298756
"Racine",WV,38.13969,-81.653523
"Rainelle",WV,37.967962,-80.770816
"Rand",WV,38.281627,-81.565352
"Ranson",WV,39.310046,-77.883251
"Ravenswood",WV,38.956291,-81.761981
"Raysal",WV,37.337064,-81.769169
"Reader",WV,39.568814,-80.7312
"Red Jacket",WV,37.648768,-82.131575
"Reedsville",WV,39.510288,-79.800559
"Reedy",WV,38.899692,-81.426347
"Rhodell",WV,37.609517,-81.30505
"Richwood",WV,38.222444,-80.537959
"Ridgeley",WV,39.641266,-78.772933
"Ripley",WV,38.820029,-81.708811
"Rivesville",WV,39.532165,-80.120618
"Robinette",WV,37.784917,-81.784145
"Roderfield",WV,37.450959,-81.700137
"Romney",WV,39.345755,-78.75602
"Ronceverte",WV,37.751169,-80.469808
"Rossmore",WV,37.804558,-81.993016
"Rowlesburg",WV,39.34881,-79.676656
"Rupert",WV,37.964805,-80.686786
"St. Albans",WV,38.377616,-81.819251
"St. Marys",WV,39.394428,-81.203673
"Salem",WV,39.28494,-80.564476
"Salt Rock",WV,38.330057,-82.212744
"Sand Fork",WV,38.915481,-80.746467
"Sarah Ann",WV,37.708525,-81.988079
"Scarbro",WV,37.951078,-81.170611
"Shady Spring",WV,37.70373,-81.090845
"Shannondale",WV,39.212602,-77.810685
"Shenandoah Junction",WV,39.353048,-77.837471
"Shepherdstown",WV,39.431799,-77.804896
"Shinnston",WV,39.392253,-80.298997
"Shrewsbury",WV,38.208884,-81.465726
"Sissonville",WV,38.501983,-81.635929
"Sistersville",WV,39.559821,-80.998698
"Smithers",WV,38.175751,-81.304643
"Smithfield",WV,39.494863,-80.559986
"Sophia",WV,37.707311,-81.25359
"South Charleston",WV,38.348914,-81.706462
"Spelter",WV,39.343177,-80.316362
"Spencer",WV,38.800148,-81.35273
"Springfield",WV,39.443627,-78.697559
"Stanaford",WV,37.812005,-81.144888
"Star",WV,39.659156,-79.986625
"Stollings",WV,37.840299,-81.958434
"Stonewood",WV,39.250122,-80.305443
"Summersville",WV,38.287027,-80.841491
"Sutton",WV,38.667767,-80.713414
"Switzer",WV,37.78681,-81.984432
"Sylvester",WV,38.008031,-81.561676
"Teays Valley",WV,38.447336,-81.92442
"Terra Alta",WV,39.444285,-79.543651
"Thomas",WV,39.14488,-79.49542
"Thurmond",WV,37.960893,-81.079651
"Tioga",WV,38.422018,-80.654915
"Tornado",WV,38.326954,-81.857447
"Triadelphia",WV,40.04228,-80.614019
"Tunnelton",WV,39.392886,-79.746578
"Twilight",WV,37.925321,-81.61456
"Union",WV,37.590736,-80.540015
"Valley Bend",WV,38.769396,-79.927943
"Valley Grove",WV,40.086261,-80.577049
"Valley Head",WV,38.547143,-80.031884
"Van",WV,37.970223,-81.71774
"Verdunville",WV,37.856081,-82.058119
"Vienna",WV,39.309436,-81.544724
"Vivian",WV,37.417194,-81.492163
"War",WV,37.309985,-81.676251
"Wardensville",WV,39.078767,-78.590306
"Washington",WV,39.245165,-81.658796
"Waverly",WV,39.330071,-81.381531
"Wayne",WV,38.225091,-82.441558
"Weirton",WV,40.406331,-80.56558
"Welch",WV,37.428054,-81.591427
"Wellsburg",WV,40.280882,-80.610647
"West Hamlin",WV,38.284874,-82.197814
"West Liberty",WV,40.164439,-80.597091
"West Logan",WV,37.867879,-81.990648
"West Milford",WV,39.204444,-80.40338
"Weston",WV,39.038762,-80.462208
"Westover",WV,39.635174,-79.967353
"West Union",WV,39.296386,-80.775184
"Wheeling",WV,40.073753,-80.696027
"White Hall",WV,39.421753,-80.185711
"White Sulphur Springs",WV,37.796251,-80.301516
"Whitesville",WV,37.979575,-81.534642
"Whitmer",WV,38.814893,-79.545076
"Wiley Ford",WV,39.615175,-78.761355
"Williamson",WV,37.674103,-82.271052
"Williamstown",WV,39.399652,-81.450902
"Windsor Heights",WV,40.191326,-80.664736
"Winfield",WV,38.526631,-81.885219
"Wolf Summit",WV,39.282134,-80.462109
"Womelsdorf (Coalton)",WV,38.89802,-79.963734
"Worthington",WV,39.457677,-80.26399
"Abbotsford",WI,44.943719,-90.315338
"Abrams",WI,44.779625,-88.060383
"Adams",WI,43.95524,-89.816548
"Adell",WI,43.620396,-87.945883
"Albany",WI,42.707073,-89.436918
"Algoma",WI,44.605444,-87.446304
"Allenton",WI,43.420465,-88.344353
"Allouez",WI,44.472257,-88.026237
"Alma",WI,44.339357,-91.918343
"Alma Center",WI,44.436904,-90.912894
"Almena",WI,45.414927,-92.038166
"Almond",WI,44.261015,-89.40864
"Altoona",WI,44.799963,-91.439585
"Amberg",WI,45.506075,-87.987589
"Amery",WI,45.30596,-92.363396
"Amherst",WI,44.448329,-89.281683
"Amherst Junction",WI,44.468378,-89.318273
"Angelica",WI,44.675029,-88.321566
"Aniwa",WI,45.009987,-89.207946
"Antigo",WI,45.141269,-89.155225
"Appleton",WI,44.277947,-88.388264
"Arcadia",WI,44.249387,-91.494819
"Arena",WI,43.163628,-89.907397
"Argonne",WI,45.658219,-88.877747
"Argyle",WI,42.701333,-89.865902
"Arkansaw",WI,44.634305,-92.021063
"Arkdale",WI,44.026185,-89.88609
"Arlington",WI,43.335176,-89.372473
"Arpin",WI,44.539467,-90.031909
